Gene ID	source_id	Product Description
TGME49_250685	TGME49_250685-t26_1	hypothetical protein
TGME49_250690	TGME49_250690-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_250700	TGME49_250700-t26_1	hypothetical protein
TGME49_250710	TGME49_250710-t26_1	microneme protein MIC10
TGME49_250720	TGME49_250720-t26_1	hypothetical protein
TGME49_250730	TGME49_250730-t26_1	60S ribosomal protein L7-B, putative
TGME49_250740	TGME49_250740-t26_1	Yip1 domain-containing protein
TGME49_250750	TGME49_250750-t26_1	tRNA (uracil-5-)-methyltransferase
TGME49_250760	TGME49_250760-t26_1	pentatricopeptide repeat domain-containing protein
TGME49_250770	TGME49_250770-t26_1	eukaryotic initiation factor-4A, putative
TGME49_250780	TGME49_250780-t26_1	Zn-finger in ubiquitin-hydrolases domain-containing protein
TGME49_250790	TGME49_250790-t26_1	hypothetical protein
TGME49_250800	TGME49_250800-t26_1	AP2 domain transcription factor AP2XII-8
TGME49_250810	TGME49_250810-t26_1	ribosomal protein RPL35
TGME49_250820	TGME49_250820-t26_1	apical cap protein AC2
TGME49_250830	TGME49_250830-t26_1	SAC3/GANP family protein
TGME49_250840	TGME49_250840-t26_1	hypothetical protein
TGME49_250850	TGME49_250850-t26_1	CMGC kinase, putative
TGME49_250860	TGME49_250860-t26_1	tRNA-Asp
TGME49_250870	TGME49_250870-t26_1	palmitoyltransferase DHHC1
TGME49_250880	TGME49_250880-t26_1	adenosine kinase
TGME49_250890	TGME49_250890-t26_1	3'-5' exonuclease domain-containing protein
TGME49_250900	TGME49_250900-t26_1	hypothetical protein
TGME49_250905	TGME49_250905-t26_1	hypothetical protein
TGME49_250910	TGME49_250910-t26_1	hypothetical protein
TGME49_250920	TGME49_250920-t26_1	tetratricopeptide repeat-containing protein
TGME49_250930	TGME49_250930-t26_1	hypothetical protein
TGME49_250940	TGME49_250940-t26_1	hypothetical protein
TGME49_250950	TGME49_250950-t26_1	KRUF family protein
TGME49_250955	TGME49_250955-t26_1	KRUF family protein
TGME49_251170	TGME49_251170-t26_1	KRUF family protein
TGME49_251180	TGME49_251180-t26_1	KRUF family protein
TGME49_251390	TGME49_251390-t26_1	rieske [2fe-2s] domain-containing protein
TGME49_251400	TGME49_251400-t26_1	hypothetical protein
TGME49_251410	TGME49_251410-t26_1	tetratricopeptide repeat-containing protein
TGME49_251420	TGME49_251420-t26_1	hypothetical protein
TGME49_251430	TGME49_251430-t26_1	hypothetical protein
TGME49_251440	TGME49_251440-t26_1	troponin c, isotype gamma, putative
TGME49_251450	TGME49_251450-t26_1	hypothetical protein
TGME49_251460	TGME49_251460-t26_1	hypothetical protein
TGME49_251470	TGME49_251470-t26_1	V-type ATPase V0 subunit e, putative
TGME49_251480	TGME49_251480-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_251490	TGME49_251490-t26_1	ACR, COG2135 domain-containing protein
TGME49_251500	TGME49_251500-t26_1	eukaryotic initiation factor-3, subunit 3, putative
TGME49_251510	TGME49_251510-t26_1	Ulp1 protease family, C-terminal catalytic domain-containing protein
TGME49_251520	TGME49_251520-t26_1	hypothetical protein
TGME49_251530	TGME49_251530-t26_1	hypothetical protein
TGME49_251540	TGME49_251540-t26_1	dense granule protein GRA9
TGME49_251550	TGME49_251550-t26_1	acyl-CoA binding protein ACBP1
TGME49_251560	TGME49_251560-t26_1	hypothetical protein
TGME49_251570	TGME49_251570-t26_1	CAAX amino terminal protease family protein
TGME49_251580	TGME49_251580-t26_1	hypothetical protein
TGME49_251590	TGME49_251590-t26_1	hypothetical protein
TGME49_251600	TGME49_251600-t26_1	IMP4 family U3 small nucleolar ribonucleoprotein (snoRNP), putative
TGME49_251610	TGME49_251610-t26_1	hypothetical protein
TGME49_251620	TGME49_251620-t26_1	flap structure-specific endonuclease 1, putative
TGME49_251630	TGME49_251630-t26_1	zinc transporter ZNT
TGME49_251640	TGME49_251640-t26_1	ubiquitin-conjugating enzyme subfamily protein
TGME49_251650	TGME49_251650-t26_1	hypothetical protein
TGME49_251660	TGME49_251660-t26_1	hypothetical protein
TGME49_251665	TGME49_251665-t26_1	hypothetical protein
TGME49_251670	TGME49_251670-t26_1	werner helicase interacting protein 1, putative
TGME49_251680	TGME49_251680-t26_1	translationally-controlled tumor protein homolog
TGME49_251690	TGME49_251690-t26_1	seryl-tRNA synthetase, cytoplasmic, putative
TGME49_251700	TGME49_251700-t26_1	tRNA-Val
TGME49_251710	TGME49_251710-t26_1	protein transport protein GOS1, putative
TGME49_251720	TGME49_251720-t26_1	tRNA-Thr
TGME49_251730	TGME49_251730-t26_1	hypothetical protein
TGME49_251740	TGME49_251740-t26_1	AP2 domain transcription factor AP2XII-9
TGME49_251750	TGME49_251750-t26_1	MORN repeat-containing protein
TGME49_251760	TGME49_251760-t26_1	subunit of proteaseome activator complex, putative
TGME49_251770	TGME49_251770-t26_1	hypothetical protein
TGME49_251780	TGME49_251780-t26_1	heat shock protein
TGME49_251790	TGME49_251790-t26_1	zinc finger Ran-binding domain-containing protein
TGME49_251800	TGME49_251800-t26_1	hypothetical protein
TGME49_251810	TGME49_251810-t26_1	translation initiation factor eIF-5A, putative
TGME49_251820	TGME49_251820-t26_1	hypothetical protein
TGME49_251830	TGME49_251830-t26_1	hypothetical protein
TGME49_251840	TGME49_251840-t26_1	hypothetical protein
TGME49_251850	TGME49_251850-t26_1	serine/threonine protein phosphatase PP7
TGME49_251855	TGME49_251855-t26_1	hypothetical protein
TGME49_251857	TGME49_251857-t26_1	hypothetical protein
TGME49_251860	TGME49_251860-t26_1	hypothetical protein
TGME49_251870	TGME49_251870-t26_1	histone H2Bb
TGME49_251880	TGME49_251880-t26_1	tRNA synthetases class I family protein
TGME49_251885	TGME49_251885-t26_1	hypothetical protein
TGME49_251890	TGME49_251890-t26_1	hypothetical protein
TGME49_251900	TGME49_251900-t26_1	hypothetical protein
TGME49_251910	TGME49_251910-t26_1	hypothetical protein
TGME49_251920	TGME49_251920-t26_1	hypothetical protein
TGME49_251930	TGME49_251930-t26_1	enoyl-acyl carrier reductase ENR
TGME49_251940	TGME49_251940-t26_1	leucine rich repeat-containing protein
TGME49_251950	TGME49_251950-t26_1	ribosomal protein l7/l12 c-terminal domain-containing protein
TGME49_251958	TGME49_251958-t26_1	SAG-related sequence SRS59B
TGME49_251962	TGME49_251962-t26_1	SAG-related sequence SRS59K
TGME49_252065	TGME49_252065-t26_1	KRUF family protein
TGME49_252070	TGME49_252070-t26_1	KRUF family protein
TGME49_252080	TGME49_252080-t26_1	hypothetical protein
TGME49_252090	TGME49_252090-t26_1	hypothetical protein
TGME49_252190	TGME49_252190-t26_1	KRUF family protein
TGME49_252200	TGME49_252200-t26_1	palmitoyltransferase DHHC7
TGME49_252210	TGME49_252210-t26_1	pentatricopeptide repeat domain-containing protein
TGME49_252220	TGME49_252220-t26_1	tetratricopeptide repeat domain containing protein
TGME49_252230	TGME49_252230-t26_1	hypothetical protein
TGME49_252250	TGME49_252250-t26_1	ATPase, AAA family protein
TGME49_252255	TGME49_252255-t26_1	hypothetical protein
TGME49_252260	TGME49_252260-t26_1	hypothetical protein
TGME49_252270	TGME49_252270-t26_1	L1P family of ribosomal protein
TGME49_252280	TGME49_252280-t26_1	hypothetical protein
TGME49_252290	TGME49_252290-t26_1	importin alpha, putative
TGME49_252295	TGME49_252295-t26_1	hypothetical protein
TGME49_252300	TGME49_252300-t26_1	hypothetical protein
TGME49_252310	TGME49_252310-t26_1	hypothetical protein
TGME49_252320	TGME49_252320-t26_1	Sas10/Utp3/C1D family protein
TGME49_252330	TGME49_252330-t26_1	hypothetical protein
TGME49_252340	TGME49_252340-t26_1	MBOAT domain-containing protein
TGME49_252350	TGME49_252350-t26_1	hypothetical protein
TGME49_252360	TGME49_252360-t26_1	rhoptry kinase family protein ROP24 (incomplete catalytic triad)
TGME49_252370	TGME49_252370-t26_1	AP2 domain transcription factor AP2III-1
TGME49_252380	TGME49_252380-t26_1	hypothetical protein
TGME49_252385	TGME49_252385-t26_1	hypothetical protein
TGME49_252390	TGME49_252390-t26_1	hypothetical protein
TGME49_252395	TGME49_252395-t26_1	hypothetical protein
TGME49_252400	TGME49_252400-t26_1	HIT zinc finger protein
TGME49_252410	TGME49_252410-t26_1	hypothetical protein
TGME49_252420	TGME49_252420-t26_1	histone arginine methyltransferase PRMT3
TGME49_252430	TGME49_252430-t26_1	hypothetical protein
TGME49_252440	TGME49_252440-t26_1	peptidase c13 family protein
TGME49_252450	TGME49_252450-t26_1	hypothetical protein
TGME49_252465	TGME49_252465-t26_1	radical SAM domain-containing protein
TGME49_252480	TGME49_252480-t26_1	hypothetical protein
TGME49_252490	TGME49_252490-t26_1	vacuolar protein sorting 29, putative
TGME49_252500	TGME49_252500-t26_1	polo kinase
TGME49_252510	TGME49_252510-t26_1	hypothetical protein
TGME49_252620	TGME49_252620-t26_1	initiation factor, subunit 2 family protein
TGME49_252630	TGME49_252630-t26_1	hypothetical protein
TGME49_252640	TGME49_252640-t26_1	P-type ATPase PMA1
TGME49_252850	TGME49_252850-t26_1	initiation factor, subunit 2 family protein
TGME49_252860	TGME49_252860-t26_1	hypothetical protein
TGME49_252870	TGME49_252870-t26_1	hypothetical protein
TGME49_252880	TGME49_252880-t26_1	hypothetical protein
TGME49_252890	TGME49_252890-t26_1	hypothetical protein
TGME49_252990	TGME49_252990-t26_1	hypothetical protein
TGME49_253000	TGME49_253000-t26_1	ELMO/CED-12 family protein
TGME49_253010	TGME49_253010-t26_1	tRNA-Ala
TGME49_253020	TGME49_253020-t26_1	hypothetical protein
TGME49_253030	TGME49_253030-t26_1	glycosyl hydrolase, family 31 protein
TGME49_253035	TGME49_253035-t26_1	hypothetical protein
TGME49_253040	TGME49_253040-t26_1	actin-related protein ARP4A
TGME49_253050	TGME49_253050-t26_1	hypothetical protein
TGME49_253060	TGME49_253060-t26_1	WD domain, G-beta repeat-containing protein
TGME49_253070	TGME49_253070-t26_1	hydrolase, TatD family protein
TGME49_253080	TGME49_253080-t26_1	hypothetical protein
TGME49_253090	TGME49_253090-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_253100	TGME49_253100-t26_1	hypothetical protein
TGME49_253110	TGME49_253110-t26_1	kinesin-8, putative
TGME49_253120	TGME49_253120-t26_1	mandelonitrile lyase, putative
TGME49_253130	TGME49_253130-t26_1	transporter, major facilitator family protein
TGME49_253140	TGME49_253140-t26_1	hypothetical protein
TGME49_253150	TGME49_253150-t26_1	hypothetical protein
TGME49_253160	TGME49_253160-t26_1	hypothetical protein
TGME49_253170	TGME49_253170-t26_1	zinc carboxypeptidase, putative
TGME49_253180	TGME49_253180-t26_1	hypothetical protein
TGME49_253290	TGME49_253290-t26_1	valyl-tRNA synthetase
TGME49_253300	TGME49_253300-t26_1	hypothetical protein
TGME49_253310	TGME49_253310-t26_1	hypothetical protein
TGME49_253320	TGME49_253320-t26_1	hypothetical protein
TGME49_253330	TGME49_253330-t26_1	bradyzoite pseudokinase BPK1
TGME49_253340	TGME49_253340-t26_1	DUF4200 domain-containing protein
TGME49_253350	TGME49_253350-t26_1	hypothetical protein
TGME49_253360	TGME49_253360-t26_1	SNARE protein STX20
TGME49_253370	TGME49_253370-t26_1	rhoptry neck protein RON4L1
TGME49_253380	TGME49_253380-t26_1	AP2 domain transcription factor AP2III-2
TGME49_253390	TGME49_253390-t26_1	hypothetical protein
TGME49_253400	TGME49_253400-t26_1	hypothetical protein
TGME49_253410	TGME49_253410-t26_1	hypothetical protein
TGME49_253420	TGME49_253420-t26_1	PQ loop repeat-containing protein
TGME49_253430	TGME49_253430-t26_1	asparagine synthetase, putative
TGME49_253440	TGME49_253440-t26_1	cell-cycle-associated protein kinase SRPK, putative
TGME49_253460	TGME49_253460-t26_1	hypothetical protein
TGME49_253470	TGME49_253470-t26_1	alveolin domain containing intermediate filament IMC13
TGME49_253480	TGME49_253480-t26_1	topoisomerase VIA, putative
TGME49_253490	TGME49_253490-t26_1	hypothetical protein
TGME49_253500	TGME49_253500-t26_1	intraflagellar transport 57-like protein
TGME49_253505	TGME49_253505-t26_1	tRNA-Asp
TGME49_253510	TGME49_253510-t26_1	transporter/permease protein
TGME49_253520	TGME49_253520-t26_1	U3 small nucleolar RNA-associated protein 6 protein
TGME49_253530	TGME49_253530-t26_1	hypothetical protein
TGME49_253540	TGME49_253540-t26_1	hypothetical protein
TGME49_253550	TGME49_253550-t26_1	WD repeat-containing protein 92, putative
TGME49_253560	TGME49_253560-t26_1	hypothetical protein
TGME49_253570	TGME49_253570-t26_1	hypothetical protein
TGME49_253580	TGME49_253580-t26_1	CMGC kinase, CDK family
TGME49_253600	TGME49_253600-t26_1	preconoidal ring protein PCR6
TGME49_253615	TGME49_253615-t26_1	hypothetical protein
TGME49_253640	TGME49_253640-t26_1	hypothetical protein
TGME49_253650	TGME49_253650-t26_1	DnaJ C terminal region domain-containing protein
TGME49_253660	TGME49_253660-t26_1	RING finger protein, putative
TGME49_253670	TGME49_253670-t26_1	hypothetical protein
TGME49_253680	TGME49_253680-t26_1	hypothetical protein
TGME49_253690	TGME49_253690-t26_1	hypothetical protein
TGME49_253700	TGME49_253700-t26_1	transporter, major facilitator family protein
TGME49_253710	TGME49_253710-t26_1	hypothetical protein
TGME49_253730	TGME49_253730-t26_1	importin-beta N-terminal domain-containing protein
TGME49_253740	TGME49_253740-t26_1	hypothetical protein
TGME49_253750	TGME49_253750-t26_1	PLU-1 family protein
TGME49_253755	TGME49_253755-t26_1	hypothetical protein
TGME49_253760	TGME49_253760-t26_1	hypothetical protein
TGME49_253770	TGME49_253770-t26_1	hypothetical protein
TGME49_253780	TGME49_253780-t26_1	GTP cyclohydrolase I, putative
TGME49_253790	TGME49_253790-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_253800	TGME49_253800-t26_1	ribosomal protein L15, putative
TGME49_253810	TGME49_253810-t26_1	hypothetical protein
TGME49_253820	TGME49_253820-t26_1	hypothetical protein
TGME49_253830	TGME49_253830-t26_1	hypothetical protein
TGME49_253840	TGME49_253840-t26_1	tRNA-Thr
TGME49_253850	TGME49_253850-t26_1	hypothetical protein
TGME49_253860	TGME49_253860-t26_1	tyrosine kinase-like protein TKL3
TGME49_253870	TGME49_253870-t26_1	hypothetical protein
TGME49_253880	TGME49_253880-t26_1	GNS1/SUR4 family protein
TGME49_253890	TGME49_253890-t26_1	peptidase M16 inactive domain-containing protein
TGME49_253900	TGME49_253900-t26_1	parasite porphobilinogen synthase PBGS
TGME49_253910	TGME49_253910-t26_1	hypothetical protein
TGME49_253920	TGME49_253920-t26_1	hypothetical protein
TGME49_253925	TGME49_253925-t26_1	zonadhesin family protein
TGME49_253930	TGME49_253930-t26_1	GCC2 and GCC3 domain-containing protein
TGME49_253940	TGME49_253940-t26_1	CAM Kinase family, incomplete catalytic triad
TGME49_253950	TGME49_253950-t26_1	protein fam50a, putative
TGME49_253960	TGME49_253960-t26_1	oxidoreductase, short chain dehydrogenase/reductase family protein
TGME49_253970	TGME49_253970-t26_1	hypothetical protein
TGME49_253990	TGME49_253990-t26_1	hypothetical protein
TGME49_254000	TGME49_254000-t26_1	hypothetical protein
TGME49_254010	TGME49_254010-t26_1	serine carboxypeptidase s28 protein
TGME49_254020	TGME49_254020-t26_1	dynein intermediate chain, putative
TGME49_254030	TGME49_254030-t26_1	cytochrome c oxidase subunit ApiCOX13
TGME49_254040	TGME49_254040-t26_1	hypothetical protein
TGME49_254050	TGME49_254050-t26_1	optic atrophy 3 protein (opa3) protein
TGME49_254060	TGME49_254060-t26_1	SAG-related sequence SRS14A
TGME49_254070	TGME49_254070-t26_1	hypothetical protein
TGME49_254080	TGME49_254080-t26_1	metal cation transporter, ZIP family protein
TGME49_254090	TGME49_254090-t26_1	hypothetical protein
TGME49_254100	TGME49_254100-t26_1	tRNA-Ser
TGME49_254110	TGME49_254110-t26_1	tryptophanyl-tRNA synthetase (TrpRS1)
TGME49_254120	TGME49_254120-t26_1	autophagy-related protein 8 atg8, putative
TGME49_254135	TGME49_254135-t26_1	hypothetical protein
TGME49_254140	TGME49_254140-t26_1	DNA-directed RNA polymerase II RPABC4
TGME49_254150	TGME49_254150-t26_1	hypothetical protein
TGME49_254160	TGME49_254160-t26_1	hypothetical protein
TGME49_254180	TGME49_254180-t26_1	radial spoke protein 3 protein
TGME49_254190	TGME49_254190-t26_1	calcium signaling protein kinase MARK, putative
TGME49_254200	TGME49_254200-t26_1	anticodon binding domain-containing protein
TGME49_254210	TGME49_254210-t26_1	RNA recognition motif-containing protein
TGME49_254220	TGME49_254220-t26_1	hypothetical protein
TGME49_254230	TGME49_254230-t26_1	hypothetical protein
TGME49_254250	TGME49_254250-t26_1	PRELI domain-containing protein PRELID
TGME49_254255	TGME49_254255-t26_1	hypothetical protein
TGME49_254260	TGME49_254260-t26_1	COX19 cytochrome c oxidase assembly family protein
TGME49_254270	TGME49_254270-t26_1	hypothetical protein
TGME49_254280	TGME49_254280-t26_1	DNA-directed RNA polymerase III RPC9
TGME49_254290	TGME49_254290-t26_1	hypothetical protein
TGME49_254300	TGME49_254300-t26_1	hypothetical protein
TGME49_254310	TGME49_254310-t26_1	F-box domain-containing protein
TGME49_254320	TGME49_254320-t26_1	hypothetical protein
TGME49_254330	TGME49_254330-t26_1	lipase
TGME49_254335	TGME49_254335-t26_1	hypothetical protein
TGME49_254340	TGME49_254340-t26_1	hypothetical protein
TGME49_254350	TGME49_254350-t26_1	endo-1,3(4)-beta-glucanase
TGME49_254360	TGME49_254360-t26_1	hypothetical protein
TGME49_254365	TGME49_254365-t26_1	phosphatidate cytidylyltransferase
TGME49_254370	TGME49_254370-t26_1	guanylyl cyclase
TGME49_254380	TGME49_254380-t26_1	ribosomal protein L11, putative
TGME49_254390	TGME49_254390-t26_1	CRAL/TRIO domain-containing protein
TGME49_254400	TGME49_254400-t26_1	LSU ribosomal protein L2P, putative
TGME49_254410	TGME49_254410-t26_1	protein phosphatase 2C, putative
TGME49_254420	TGME49_254420-t26_1	phospholipase, patatin family protein
TGME49_254430	TGME49_254430-t26_1	microneme protein, putative
TGME49_254440	TGME49_254440-t26_1	ribosomal protein RPL12
TGME49_254450	TGME49_254450-t26_1	Pelota, putative
TGME49_254460	TGME49_254460-t26_1	hypothetical protein
TGME49_254470	TGME49_254470-t26_1	Myc-regulation protein MYR1
TGME49_254480	TGME49_254480-t26_1	WD domain, G-beta repeat-containing protein
TGME49_254485	TGME49_254485-t26_1	hypothetical protein
TGME49_254490	TGME49_254490-t26_1	Sel1 repeat-containing protein
TGME49_254500	TGME49_254500-t26_1	hypothetical protein
TGME49_254510	TGME49_254510-t26_1	ankyrin repeat-containing protein
TGME49_254520	TGME49_254520-t26_1	mediator complex subunit MED11
TGME49_254530	TGME49_254530-t26_1	hypothetical protein
TGME49_254540	TGME49_254540-t26_1	CDP-alcohol phosphatidyltransferase superfamily protein
TGME49_254555	TGME49_254555-t26_1	histone lysine acetyltransferase GCN5-A
TGME49_254570	TGME49_254570-t26_1	hypothetical protein
TGME49_254580	TGME49_254580-t26_1	adenine nucleotide transporter ANT
TGME49_254590	TGME49_254590-t26_1	hypothetical protein
TGME49_254600	TGME49_254600-t26_1	ubiquitin family protein
TGME49_254603	TGME49_254603-t26_1	hypothetical protein
TGME49_254606	TGME49_254606-t26_1	hypothetical protein
TGME49_254610	TGME49_254610-t26_1	Tim10/DDP family zinc finger superfamily protein
TGME49_254620	TGME49_254620-t26_1	ribosomal protein RPL39
TGME49_254625	TGME49_254625-t26_1	hypothetical protein
TGME49_254630	TGME49_254630-t26_1	CDK-related protein kinase CRK6
TGME49_254635	TGME49_254635-t26_1	hypothetical protein
TGME49_254640	TGME49_254640-t26_1	hypothetical protein
TGME49_254650	TGME49_254650-t26_1	DNA polymerase delta subunit 4, putative
TGME49_254660	TGME49_254660-t26_1	ankyrin repeat-containing protein
TGME49_254670	TGME49_254670-t26_1	hypothetical protein
TGME49_254680	TGME49_254680-t26_1	hypothetical protein
TGME49_254690	TGME49_254690-t26_1	serine hydrolase ASH2
TGME49_254700	TGME49_254700-t26_1	RING finger protein, putative
TGME49_254710	TGME49_254710-t26_1	serine esterase (DUF676) protein
TGME49_254720	TGME49_254720-t26_1	dense granule protein GRA8
TGME49_254730	TGME49_254730-t26_1	POPLD (NUC188) domain-containing protein
TGME49_254740	TGME49_254740-t26_1	endoribonuclease L-PSP protein
TGME49_254750	TGME49_254750-t26_1	c3orf15 protein
TGME49_254760	TGME49_254760-t26_1	hypothetical protein
TGME49_254770	TGME49_254770-t26_1	shewanella-like protein phosphatase SLP
TGME49_254780	TGME49_254780-t26_1	hypothetical protein
TGME49_254790	TGME49_254790-t26_1	hypothetical protein
TGME49_254800	TGME49_254800-t26_1	hypothetical protein
TGME49_254810	TGME49_254810-t26_1	hypothetical protein
TGME49_254820	TGME49_254820-t26_1	hypothetical protein
TGME49_254830	TGME49_254830-t26_1	hypothetical protein
TGME49_254835	TGME49_254835-t26_1	hypothetical protein
TGME49_254840	TGME49_254840-t26_1	tetratricopeptide repeat-containing protein
TGME49_254850	TGME49_254850-t26_1	myosin heavy chain, putative
TGME49_254855	TGME49_254855-t26_1	hypothetical protein
TGME49_254860	TGME49_254860-t26_1	hypothetical protein
TGME49_254870	TGME49_254870-t26_1	hypothetical protein
TGME49_254880	TGME49_254880-t26_1	Alpha-galactosidase
TGME49_254890	TGME49_254890-t26_1	hypothetical protein
TGME49_254900	TGME49_254900-t26_1	proteasome subunit beta type 2, putative
TGME49_254910	TGME49_254910-t26_1	hypothetical protein
TGME49_254915	TGME49_254915-t26_1	hypothetical protein
TGME49_254920	TGME49_254920-t26_1	hypothetical protein
TGME49_254930	TGME49_254930-t26_1	hypothetical protein
TGME49_254940	TGME49_254940-t26_1	MIF4G domain-containing protein
TGME49_254950	TGME49_254950-t26_1	RNA cap guanine-N2 methyltransferase
TGME49_254960	TGME49_254960-t26_1	hypothetical protein
TGME49_255060	TGME49_255060-t26_1	cytochrome b(N-terminal)/b6/petB subfamily protein
TGME49_255160	TGME49_255160-t26_1	hypothetical protein
TGME49_255170	TGME49_255170-t26_1	hypothetical protein
TGME49_255175	TGME49_255175-t26_1	hypothetical protein
TGME49_255180	TGME49_255180-t26_1	ubiquitin carboxyl-terminal hydrolase
TGME49_255190	TGME49_255190-t26_1	myosin C
TGME49_255195	TGME49_255195-t26_1	hypothetical protein
TGME49_255200	TGME49_255200-t26_1	Radial spoke head protein 9, putative
TGME49_255210	TGME49_255210-t26_1	ATPase, AAA family protein
TGME49_255215	TGME49_255215-t26_1	hypothetical protein
TGME49_255220	TGME49_255220-t26_1	AP2 domain transcription factor AP2VIIb-3
TGME49_255230	TGME49_255230-t26_1	tRNA-Gly
TGME49_255240	TGME49_255240-t26_1	hypothetical protein
TGME49_255245	TGME49_255245-t26_1	mitochondrial import receptor subunit TOM22
TGME49_255250	TGME49_255250-t26_1	tRNA (cytosine(34)-C(5))-methyltransferase, putative
TGME49_255260	TGME49_255260-t26_1	apical membrane antigen AMA1
TGME49_255270	TGME49_255270-t26_1	hypothetical protein
TGME49_255280	TGME49_255280-t26_1	hypothetical protein
TGME49_255290	TGME49_255290-t26_1	hypothetical protein
TGME49_255300	TGME49_255300-t26_1	hypothetical protein
TGME49_255310	TGME49_255310-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_255320	TGME49_255320-t26_1	mRNA turnover 4 (MRT4) family protein
TGME49_255330	TGME49_255330-t26_1	hypothetical protein
TGME49_255340	TGME49_255340-t26_1	tetratricopeptide repeat-containing protein
TGME49_255350	TGME49_255350-t26_1	ATPase, putative
TGME49_255360	TGME49_255360-t26_1	hypothetical protein
TGME49_255370	TGME49_255370-t26_1	TIC20
TGME49_255380	TGME49_255380-t26_1	hypothetical protein
TGME49_255390	TGME49_255390-t26_1	HEAT repeat-containing protein
TGME49_255400	TGME49_255400-t26_1	hypothetical protein
TGME49_255410	TGME49_255410-t26_1	hypothetical protein
TGME49_255420	TGME49_255420-t26_1	inner membrane complex protein IMC39
TGME49_255430	TGME49_255430-t26_1	Rad9 protein
TGME49_255440	TGME49_255440-t26_1	hypothetical protein
TGME49_255450	TGME49_255450-t26_1	inner membrane complex protein IMC31
TGME49_255460	TGME49_255460-t26_1	EGF family domain-containing protein
TGME49_255470	TGME49_255470-t26_1	hypothetical protein
TGME49_255480	TGME49_255480-t26_1	thioredoxin domain-containing protein
TGME49_255490	TGME49_255490-t26_1	hypothetical protein
TGME49_255500	TGME49_255500-t26_1	hypothetical protein
TGME49_255510	TGME49_255510-t26_1	ankyrin repeat-containing protein
TGME49_255620	TGME49_255620-t26_1	B9-C2 domain-containing protein
TGME49_255635	TGME49_255635-t26_1	hypothetical protein
TGME49_255650	TGME49_255650-t26_1	palmitoyltransferase DHHC8
TGME49_255660	TGME49_255660-t26_1	EF hand domain-containing protein EFP1
TGME49_255670	TGME49_255670-t26_1	methyltransferase domain-containing protein
TGME49_255680	TGME49_255680-t26_1	YbaK/proline-tRNA ligase associated domain-containing protein
TGME49_255690	TGME49_255690-t26_1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase domain-containing protein
TGME49_255700	TGME49_255700-t26_1	hypothetical protein
TGME49_255710	TGME49_255710-t26_1	ULK kinase
TGME49_255715	TGME49_255715-t26_1	hypothetical protein
TGME49_255720	TGME49_255720-t26_1	hypothetical protein
TGME49_255730	TGME49_255730-t26_1	hypothetical protein
TGME49_255740	TGME49_255740-t26_1	hypothetical protein
TGME49_255860	TGME49_255860-t26_1	hypothetical protein
TGME49_255870	TGME49_255870-t26_1	WD domain, G-beta repeat-containing protein
TGME49_255880	TGME49_255880-t26_1	hypothetical protein
TGME49_255890	TGME49_255890-t26_1	pyridine nucleotide-disulfide oxidoreductase domain-containing protein
TGME49_255895	TGME49_255895-t26_1	hypothetical protein
TGME49_255900	TGME49_255900-t26_1	Bax inhibitor-1, putative
TGME49_255910	TGME49_255910-t26_1	PfMNL-2 CISD1 family iron-sulfur protein, putative
TGME49_255920	TGME49_255920-t26_1	GINS complex subunit Psf3, putative
TGME49_255930	TGME49_255930-t26_1	hypothetical protein
TGME49_255940	TGME49_255940-t26_1	hypothetical protein
TGME49_255960	TGME49_255960-t26_1	hypothetical protein
TGME49_255970	TGME49_255970-t26_1	histone lysine methyltransferase SET/SUV39
TGME49_255980	TGME49_255980-t26_1	hypothetical protein
TGME49_255990	TGME49_255990-t26_1	hypothetical protein
TGME49_256000	TGME49_256000-t26_1	endoplasmic reticulum retention receptor
TGME49_256010	TGME49_256010-t26_1	hypothetical protein
TGME49_256020	TGME49_256020-t26_1	EFHC1, putative
TGME49_256025	TGME49_256025-t26_1	SPEF1 family protein
TGME49_256030	TGME49_256030-t26_1	doublecortin domain-containing protein DCX
TGME49_256035	TGME49_256035-t26_1	hypothetical protein
TGME49_256040	TGME49_256040-t26_1	PA14 domain-containing protein
TGME49_256050	TGME49_256050-t26_1	signal recognition particle 14kd protein
TGME49_256060	TGME49_256060-t26_1	nucleosome assembly protein (nap) protein
TGME49_256070	TGME49_256070-t26_1	CDK-related protein kinase CRK4
TGME49_256080	TGME49_256080-t26_1	glycosyltransferase, group 2 family protein
TGME49_256090	TGME49_256090-t26_1	glycerophosphodiester phosphodiesterase family protein
TGME49_256100	TGME49_256100-t26_1	tetratricopeptide repeat-containing protein
TGME49_256220	TGME49_256220-t26_1	hypothetical protein
TGME49_256650	TGME49_256650-t26_1	hypothetical protein
TGME49_256700	TGME49_256700-t26_1	hypothetical protein
TGME49_256760	TGME49_256760-t26_1	pyruvate kinase PyK1
TGME49_256770	TGME49_256770-t26_1	eukaryotic translation initiation factor 4A, isoform 3, putative
TGME49_256780	TGME49_256780-t26_1	hypothetical protein
